0,1,2,3,4,5,6,7,8,9,10
tt0437065,AmerAsian,Movie,Drama,2009,11.0,NO DATA,"['tt0437065', 'Roger Lim', 'Evlin Lake', 'Bobby Dodge', 'Shannon Gayle Hurd', 'Drew Plummer', 'Jason Lombard', 'Akiko Shima', 'Melinda Lee', 'Kristin Pesceone', 'Tracy Miller']",[],"Eric, an American-born Asian college graduate, must steal a younger student's identity to take back the one last year of baseball eligibility that he lost when his dad passed away. Monica, his coach's All-American co-ed daughter, must ascertain her own questionable identity to come to terms with the years of abuse that she suffered after her mother passed away. Throug... Leer todo",103
tt0437405,Paper Man,Movie,Drama,2014,5.0,NO DATA,"['tt0437405', 'Jeff Daniels', 'Emma Stone', 'Ryan Reynolds', 'Lisa Kudrow', 'Kieran Culkin', 'Hunter Parrish', 'Eric Gilliland', 'Louis Rosario', 'Conrad Wolfe', 'Arabella Field']",[],A washed-up writer forms an unlikely friendship with a teenager from Long Island.,103
tt0437550,Why George?,Movie,Drama,2009,6.0,NO DATA,"['tt0437550', 'Matthew Del Negro', 'Yan England', 'Tim Kubart', 'Sabin Lomac', 'Justin Okin', 'Laurie Okin', 'Joel Rooks', 'Louise Scotti', 'Leia Thompson', 'Shari Umansky']",[],,91
tt0438894,Kisse Pyaar Karoon?,Movie,Drama,2009,2.0,NO DATA,"['tt0438894', 'Arshad Warsi', 'Aashish Chaudhary', 'Yash Tonk', 'Udita Goswami', 'Aarti Chhabria', 'Shweta Menon', 'Ashish Vidyarthi', 'Shakti Kapoor', 'Vindu Dara Singh', 'Adi Irani']",[],Two men abduct a woman who wants to alienate them from their friend.,123
tt0438154,The Zero Sum,Movie,Drama,2009,6.0,NO DATA,"['tt0438154', 'Ewen Bremner', 'Sarah Strange', 'David Richmond-Peck', 'Tyler Labine', 'Lori Triolo', 'Bill Dow', 'Doug Abrahams', 'John Tench', 'Laurie Murdoch', 'Marvin Young']",[],A mugger falls in love with one of his victims and struggles to balance the relationship with his secret life of crime and the secret reason why he must carry it on.,96
tt0441328,Ocas jesterky,Movie,Drama,2009,1.0,NO DATA,"['tt0441328', 'David Svehlík', 'Karel Zima', 'Marie Durnová', 'Verica Nedeska', 'Magdalena Sidonová', 'Karel Dobrý', 'Václav Helsus', 'Stanislav Zindulka', 'David Novotný', 'Jitka Jezková']",[],,90
tt0445968,For Real,Movie,Drama,2009,11.0,NO DATA,"['tt0445968', 'Sarita Choudhury', 'Adil Hussain', 'Zoya Hasan', 'Sriharsh Sharma', 'Sameer Dharmadhikari', 'Clifton Hyde', 'Jesse Krakow', 'Jai Nagra', 'Mike Pride']",[],"Little Shruti knows that the woman who has come home is not her Mummy, but an imposter who only looks like her Mummy. The truth must be revealed or else her family will be destroyed for ever.",Formato min incorrecto
tt0448093,Punctured Hope: A Story About Trokosi and the Young Girls' Slavery in Today's West Africa,Movie,Drama,2009,11.0,NO DATA,"['tt0448093', 'Belinda Siamey', 'Ruffy Samuel Quansah', 'Joyce Akagbo', 'Frost Asiedu', 'Fred Nii Amugi', 'Josheph Havor', 'Juliet Ampah']",[],A story about Trokosi and young girls' slavery in today's West Africa.,91
tt0447692,Réfractaire,Movie,Drama,2009,6.0,NO DATA,"['tt0447692', 'Swann Arlaud', 'Pierre Niney', 'Guillaume Gouix', 'Arthur Dupont', 'Marianne Basler', 'Grégoire Leprince-Ringuet', 'Luc Feit', 'Judith Davis', 'Carlo Brandt', 'Thierry van Werveke']",[],"May 1944. A young man just out of college returns to his hometown in Luxembourg. Refusing to fight on the German side, he chooses a clandestine life and joins other deserters in an abandoned mine.",97
tt0446564,Bela Noite Para Voar,Movie,Drama,2009,3.0,NO DATA,"['tt0446564', 'José de Abreu', 'Cacá Amaral', 'David Herman', 'Tadeu di Pietro', 'Cecil Thiré', 'Henri Pagnoncelli', 'Alexandre Borges', 'Wolf Maya', 'André Barros', 'Tom Curti']",[],"A day in the life of Brazilian president Juscelino Kubitschek, in a troubled period of his term, while he maintains a secret love affair.",NO DATA
tt0448182,Yesterday Was a Lie,Movie,Drama,2009,1.0,NO DATA,"['tt0448182', 'Kipleigh Brown', 'Chase Masterson', 'John Newton', 'Mik Scriba', 'Nathan Mobley', 'Warren Davis', 'Megan Henning', 'Jennifer Slimko', 'Robert Siegel', 'Peter Mayhew']",[],"Hoyle, a girl with a sharp mind and a weakness for bourbon, finds herself on the trail of a reclusive genius. But her work takes a series of unforeseen twists as events around her grow increasingly fragmented... disconnected... surreal. With an ethereal lounge singer and her loyal partner as her only allies, Hoyle is plunged into a dark world of intrigue and earth-sha... Leer todo",NO DATA
tt0448011,Knowing,Movie,Drama,2009,4.0,NO DATA,"['tt0448011', 'Nicolas Cage', 'Chandler Canterbury', 'Rose Byrne', 'Lara Robinson', 'D.G. Maloney', 'Nadia Townsend', 'Alan Hopgood', 'Adrienne Pickering', 'Joshua Long', 'Danielle Carter']",[],"El profesor del MIT, John Koestler, relaciona una misteriosa lista de números de una cápsula del tiempo con catástrofes pasadas y futuras y se propone evitar la última catástrofe.",NO DATA
tt0453501,It's a Mismatch,Movie,Drama,2009,7.0,NO DATA,"['tt0453501', 'Anubhav Anand', 'Nandana Sen', 'Anupam Kher', 'Boman Irani', 'Simran Brar', 'Ranjita Chakravarty', 'David de Vos', 'David Debof', 'Khyati Desai', 'April Dillard']",[],A young couple face challenges when their respective families don't get along.,NO DATA
tt0452694,The Time Traveler's Wife,Movie,Drama,2009,11.0,NO DATA,"['tt0452694', 'Eric Bana', 'Rachel McAdams', 'Ron Livingston', 'Michelle Nolden', 'Alex Ferris', 'Arliss Howard', 'Katherine Trowell', 'Bart Bedford', 'Esther Jun', 'Matt Birman']",[],"Un bibliotecario de Chicago tiene un gen que causa que viaje en el tiempo sin quererlo, creando complicaciones en su matrimonio.",NO DATA
tt0456407,The Fakir of Venice,Movie,Drama,2019,2.0,NO DATA,"['tt0456407', 'Farhan Akhtar', 'Annu Kapoor', 'Jhilmil Hazrika', 'Valentina Carnelutti', 'Mathieu Carrière', 'Kamal Sidhu', 'Umesh Bajpai', 'Alessandro Bressanello', 'Igor Horvat', 'Sushma Prakash']",[],"Adi gets hired by a Venetian artist to find a fakir for an art installation in Venice. However, he encounters a daily wage labourer, Sattar, and plans to make Sattar pose as the fakir.",87
tt0454918,Prima Primavera,Movie,Drama,2009,4.0,NO DATA,"['tt0454918', 'Andor Lukáts', 'Vesela Kazakova', 'Antonie Kamerling', 'Enikö Börcsök', 'Erzsi Máthé', 'Djoko Rosic', 'Éva Schubert', 'Zoltán Bezerédy', 'Vera Pap', 'Krassimir Dokov']",[],"An intellectually disabled 55 year old man loses his mother, his only support and care. A Gypsy girl with questionable past joins him on his desperate cross border journey during which they develop a friendship and ""come of age"" - each their very own way.",90
tt0454777,American Widow,Movie,Drama,2010,5.0,NO DATA,"['tt0454777', 'Marina Defavoroy', 'Yekaterina Golubeva', 'Cat Power', 'Anna Thomson']",[],Five Hours. Six Countries. Seven Chapters. Eight Conflicts. Nine Women.,305
tt0457355,From Mexico with Love,Movie,Drama,2009,10.0,NO DATA,"['tt0457355', 'Kuno Becker', 'Steven Bauer', 'Stephen Lang', 'Alex Nesic', 'Danay Garcia', 'Angélica Aragón', 'Bruce McGill', 'Steve Bilich', 'Carl Ciarfalio', 'Henry Kingi']",[],A washed-up trainer takes a self-destructive young boxer under his wing.,305
tt0458455,Die Päpstin,Movie,Drama,2010,4.0,NO DATA,"['tt0458455', 'Johanna Wokalek', 'David Wenham', 'John Goodman', 'Iain Glen', 'Edward Petherbridge', 'Anatole Taubman', 'Lotte Flack', 'Tigerlily Hutchinson', 'Jördis Triebel', 'Oliver Cotton']",[],A woman of English extraction born in the German city of Ingelheim in the ninth century disguises herself as a man and rises through the Vatican ranks.,NO DATA
tt0458515,"Io, Don Giovanni",Movie,Drama,2009,10.0,NO DATA,"['tt0458515', 'Tobias Moretti', 'Eulàlia Ramon', 'Sergi Roca', 'Anna Saura Ramón', 'Francesco Barilli', 'Lorenzo Balducci', 'Elena Cucci', 'Sebastiano Lo Monaco', 'Sylvia De Fanti', 'Javier Munzò']",[],"Un drama basado en la vida de Lorenzo da Ponte, un letrista italiano del siglo XVIII que colaboró con Mozart en la ópera ""Don Giovanni"".",127
tt0460943,The Ritual,Movie,Drama,2009,8.0,NO DATA,"['tt0460943', 'Paul McCloskey', 'Barbara Lessin', 'Brinke Stevens', 'Michael J. Panichelli Jr.', 'Joey Garrison', 'Devin Kates', 'David M. Sitbon', 'Mark Cray', 'Colleen Hawthorne', 'Anne Reiss']",[],"A serial killer begins the process of grooming a protégé, until outside influences threaten to destroy their sadistic relationship.",Formato min incorrecto
