0,1,2,3,4
Antonio Raxel,1922,"['La vida de Chucho el Roto', 'Los miserables', '1973 • 1 episodio', 'La venganza de Don Herculano']",['Reparto'],Sin oscar
Jackie Chan,1954,[''],"['Producción', 'Reparto', 'Especialistas']",Sin Oscar
Martha Ortiz,No data,"['Marisol', '1996 • 4 episodios', 'Terror y encajes negros', 'El brazo mortal']",['Reparto'],Sin oscar
Caroline Aaron,1952,[''],"['Reparto', 'Producción', 'Equipos adicionales']",Sin Oscar
William Berger,1928,[''],['Reparto'],Sin oscar
Björn Kjellman,1963,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Norman Fell,1924,[''],"['Reparto', 'Banda sonora']",Nominado para 1 premio Primetime Emmy
Lars Lohmann,1948,"['Absalons hemmelighed', '2006 • 10 episodios', '1987', '1993', '1994 • 3 episodios']","['Reparto', 'Banda sonora']",Sin oscar
Erik Ruus,1962,"['Ramona', '2003 • 1 episodio', '2010', '1988', '2005']",['Reparto'],Sin oscar
Stéphane Bignon,No data,"['Nouvelles de Marcel Aymé', 'Le tronc', 'Ángeles con caras sucias', 'Ville à vendre']",['Reparto'],Sin oscar
Michael Moriarty,1941,[''],"['Reparto', 'Guion', 'Música']",Ganó 4 premios Primetime Emmy
Brian M. Logan,No data,"['El amor está en el aire', 'Escape de Absolom', 'Struck by Lightning', 'La historia de Lilian']",['Reparto'],Sin oscar
Hye-ri Ahn,No data,['Saebyeokeul gaeuriroda'],['Reparto'],Sin oscar
Turgut Yalçin,No data,"['Madde 438', 'Baba Yüregi', '4,0', '6,6']",['Reparto'],Sin oscar
Gabrielle Danchick,No data,['Senderos de la mente'],['Reparto'],Sin oscar
Alessandra Di Sanzo,1969,"['Chicos de la calle', 'Rejas de cristal', 'Vera', 'Errore fatale']",['Reparto'],Sin Oscar
Jeff Daniels,1955,[''],"['Reparto', 'Producción', 'Guion']",Ganó 2 premios Primetime Emmy
Fumio Tokita,No data,"['La anguila', 'Uchuu no hosoku']",['Reparto'],Sin oscar
Vitalba Andrea,1958,[''],['Reparto'],Sin oscar
Valentin Santana,No data,"['Vida Express', 'Reparto', 'Joven I', '1987']","['Reparto', 'Dirección', 'Producción']",Sin oscar
Max Morel,No data,"['El beso del dragón', 'Cuenta atrás', 'Eye of the Widow', 'Signature', '2011 • 2 episodios']","['Reparto', 'Dirección de casting', 'Casting']",Sin oscar
Giuseppe Calcagno,No data,"[""L'odore della notte"", 'Scene di Bohème', '6,6', 'Aclá']",['Reparto'],Sin oscar
Masanori Ikeda,No data,"['Kenshin, el guerrero samurái', '1997 • 3 episodios', 'Shishio Makoto(voz)', 'Serie de TV', '7,9']","['Reparto', 'Banda sonora']",Sin oscar
Susan Africa,1959,[''],['Reparto'],Sin Oscar
Shmuel Brold,No data,"['Telecinema', ""Ahavata Ha'ahronah Shel Laura Adler""]","['Dirección de fotografía y cámara', 'Reparto']",Sin oscar
Fariba Kowsari,1966,"['Eblis', '6,3', '2,4', '2,5']","['Reparto', 'Producción']",Sin oscar
Hye-geun Lee,No data,"['xxxHOLiC: La película - Sueño de una noche de verano', 'Gekijô ban tenisu no ôji sama: Atobe kara no okurimono - Kimi ni sasageru tenipuri matsuri']",['Animación'],Sin oscar
Diana Quijano,1962,"['Ultra Warrior', 'Crime Zone', 'Niñas mal', '2010 • 1 episodio', ""Lucero 'Lulú' Ríobueno""]",['Reparto'],Sin oscar
William Ghent,No data,"['Rambo: Acorralado - Parte II', 'Chinatown Connection', 'Extorsión', 'Night of the Kickfighters']",['Reparto'],Sin oscar
Nick Nicholson,1952,"['Platoon', '2086 Apocalipsis', 'Rage', 'Unidos por el odio']","['Reparto', 'Dirección de casting', 'Casting']",Sin Oscar
Cok van der Lee,No data,"['Behzat Ç.: An Ankara Policeman', '2010–2011 • 2 episodios', 'Pascal', 'Serie de TV']","['Cámara y electricidad', 'Reparto']",Sin oscar
Michael Wai-Man Chan,1946,[''],"['Reparto', 'Especialistas', 'Dirección']",Sin Oscar
Todd Jensen,No data,[''],['Reparto'],Más en IMDbPro
Kaljo Kiisk,1925,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Adalberto Martínez,1916,[''],"['Reparto', 'Guion', 'Banda sonora']",Sin Oscar
Luis Otavio,No data,"['Ciudad de Dios', 'Ciudad de Dios: 10 años después', 'Cidade de Deus: Oficina de Atores', '2003']",['Reparto'],Sin oscar
Taylor Nichols,1959,[''],"['Reparto', 'Producción', 'Dirección']",Sin oscar
Cooper Huckabee,1951,[''],['Reparto'],Sin oscar
Min-su Choi,1962,[''],['Reparto'],Sin Oscar
Bette Midler,1945,[''],"['Reparto', 'Producción', 'Guion']",Nominado para 2 premios Óscar
Béatrice Dalle,1964,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Dennis St John,1928,[''],['Reparto'],Sin oscar
Rémy Roubakha,No data,"['La cena de los idiotas', 'Julie y Julia', 'Amor embrujado', 'Historia de una revolución']",['Reparto'],Sin oscar
Chi-Wang Chan,No data,No data,No data,Sin oscar
Hans Pemmer,1932,"['Kottan ermittelt', '1983 • 3 episodios', '2005', 'Werner Kretschmer', 'Serie de TV']",['Reparto'],Sin oscar
Stéphanie Tchou-Cotta,1971,"['Sam', '2016–2021 • 44 episodios', '1990', 'Guion(creator)', 'Serie de TV']","['Guion', 'Reparto', 'Dirección']",Sin oscar
Blas García,1942,"['La casa al final de la calle', '1989 • 1 episodio', '1976', '1976', '1990']","['Reparto', 'Transporte']",Sin oscar
D.J. Foster,No data,"['Without Warrant', 'Blue Heelers', '1999–2004 • 6 episodios', 'Abel Russell', 'Serie de TV']",['Reparto'],Sin oscar
Angie Echevarria,No data,['The Closer'],['Reparto'],Sin oscar
James Fox,1939,[''],"['Reparto', 'Banda sonora']",Ganó 1 premio BAFTA
Agnes Fink,1919,"['Der gläserne Himmel', 'Zwischen den Zügen', '1961', 'Janet Spence', 'Película de TV']",['Reparto'],Sin Oscar
Kei Tani,1932,"['Zûzûshii yatsu', 'Tani', '1964', '1998']","['Reparto', 'Equipos adicionales']",Sin oscar
Buck Taylor,1938,[''],"['Reparto', 'Arte', 'Equipos adicionales']",Sin Oscar
Alika Smekhova,1968,[''],"['Reparto', 'Banda sonora']",Sin oscar
Jane Adams,1965,[''],"['Reparto', 'Guion', 'Banda sonora']",Nominado para 2 premios Primetime Emmy
Micheline Presle,1922,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Mathé Souverbie,No data,"['El misterio de Laura', 'Un ours pas comme les autres', '1978 • 5 episodios', '1977', '1978']",['Reparto'],Sin oscar
Jack Damone,No data,['Deadly Dancer'],['Reparto'],Sin oscar
Kina Mutafova,1936,"['Tazi krav tryabvashe da se prolee', '7,5', '8,5', '5,8']",['Reparto'],Sin oscar
Ugur Kivilcim,1942,[''],['Reparto'],Sin oscar
King-Kong Lam,No data,"['Bat sin fan dim: Yan yuk cha siu bau', 'Chung on sat luk: O gei', 'Chi yung san ging gai', '2003', '1992']","['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Guion y continuidad']",Más en IMDbPro
Soenaryo Banyu Biru,No data,['Langitku Rumahku'],['Reparto'],Sin oscar
Börje Ahlstedt,1939,[''],"['Reparto', 'Dirección', 'Banda sonora']",Sin Oscar
Tchéky Karyo,1953,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Daniela Leites,No data,"['Flor y canela', '1988 • 87 episodios', '1992', '1990']",['Reparto'],Sin oscar
David Bradley,1942,[''],"['Reparto', 'Localización', 'Banda sonora']",Ganó 1 premio BAFTA
Jayaram,1964,[''],"['Reparto', 'Música', 'Equipos adicionales']",Sin Oscar
William Doherty,No data,"['María Antonieta (Marie Antoinette)', 'El autoestopista', '1986–1989 • 2 episodios', '1990', '1989']",['Reparto'],Sin oscar
John Brumpton,No data,[''],"['Reparto', 'Guion', 'Especialistas']",Más en IMDbPro
Yasuo Daichi,1951,"['Bakayarô!: Watashi okotte masu', 'Marusa no onna 2', 'Byôin e ikô', 'Minbô no onna']","['Reparto', 'Producción']",Sin Oscar
Aleksandr Pyatkov,1950,[''],['Reparto'],Sin Oscar
Humberto Herrera,No data,"['Que me entierren con la banda', '7,2', 'Teniente Gerardo Rosales', 'Jesus Castro']",['Reparto'],Sin oscar
Nicole Kidman,1967,[''],"['Reparto', 'Producción', 'Música']",Ganó 1 premio Óscar
Nikita Vysotskiy,1964,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Akira Yamanouchi,1921,"['Hedora, la burbuja tóxica', 'Koko ni sachi ari - Zempen: Yuwaku no miyako', 'Yasuo Sano(as Akira Yamauchi)', 'Cabinet Chief Secretary(as Akira Yamauchi)']",['Reparto'],Sin oscar
Elliott Gould,1938,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Óscar
Al Pacino,1940,[''],"['Reparto', 'Dirección', 'Producción']",Ganó 1 premio Óscar
Angelique Lazo,No data,"['Espadang patpat', 'Sa kabila ng lahat']",['Reparto'],Sin oscar
Hanoch Re'im,No data,"['After', ""Bli Daf Hora'ot"", 'Reparto']",['Reparto'],Sin oscar
Eduardo Gil,No data,[''],No data,Sin oscar
Miguel Ángel García,No data,[''],['Reparto'],Más en IMDbPro
Jafar Bozorgi,2006,"['Sagkoshi', 'Shoore Eshgh', 'Ghand-e Torsh', '4,3']",['Reparto'],Sin oscar
Mai Itô,No data,"['Hyaku iro megane', '2003']",['Guion'],Sin oscar
Andrey Sokolov,1962,[''],"['Reparto', 'Producción', 'Dirección']",Sin Oscar
Antonio Medellín,1942,"['Mi pecado', '2009 • 105 episodios', '1963', 'Isidro del Valle', 'Serie de TV']",['Reparto'],Sin oscar
Jackson Cole,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Ángel Moro,No data,"['Judicial o criminal', '4,7', '4,2', 'Comisario II']",['Reparto'],Sin oscar
Vieno Saaristo,1936,"['Annabel Lee', 'Jousiampuja', 'Naisia kaupungilla', '2010 • 3 episodios', '1991']",['Reparto'],Sin oscar
Blaire Baron,junio,[''],"['Reparto', 'Producción', 'Guion']",Sin Oscar
Usha,1947,[''],"['Música', 'Reparto', 'Banda sonora']",Sin Oscar
Sergey Shakurov,1942,[''],"['Reparto', 'Música']",Sin Oscar
Andrée Pelletier,1950,"['Karmina', 'Traficantes de pieles', ""L'homme à tout faire"", 'Latitude 55°']","['Reparto', 'Guion', 'Dirección']",Sin Oscar
Roi Vinzon,No data,[''],"['Reparto', 'Dirección', 'Guion']",Más en IMDbPro
Mita Vashisht,1967,[''],"['Reparto', 'Música', 'Banda sonora']",Sin Oscar
Pirkko Hämäläinen,1959,[''],"['Reparto', 'Música', 'Guion']",Sin Oscar
Maysa Almazova,No data,['Mankurt'],['Reparto'],Sin oscar
Marco Rodríguez,1953,[''],"['Reparto', 'Especialistas']",Sin Oscar
Paul Hogan,1939,[''],"['Reparto', 'Guion', 'Producción']",Nominado para 1 premio Óscar
King Gutierrez,1955,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Especialistas']",Sin oscar
Lukasz Krzyzaniak,No data,['Die Mauerbrockenbande'],['Reparto'],Sin oscar
Lisa Porter,No data,"['Baking Lessons', 'Ataque secreto', '2006 • 2 episodios', 'Producción', 'Lisa (Ball)']","['Producción', 'Guion', 'Dirección']",Más en IMDbPro
Igor Kechayev,1961,"['Malas compañías', 'Serie de TV', '3,8', 'Sosedka']","['Dirección', 'Reparto']",Sin oscar
Givi Berikashvili,1934,[''],['Reparto'],Sin Oscar
George Mihaita,1948,[''],"['Reparto', 'Dirección']",Sin Oscar
Árpád Kasza,No data,['Céllövölde'],['Reparto'],Sin oscar
Ildikó Bánsági,1947,"['Szenvedély', 'Fekete gyémántok', 'Confianza', 'Korhatáros szerelem', '2017–2018 • 21 episodios']",['Reparto'],Sin Oscar
Karen Lukowski,No data,"['Kys mor, skat!', 'Smukke dreng']",['Reparto'],Sin oscar
Treat Williams,1951,[''],"['Reparto', 'Producción', 'Dirección']",Nominado para 1 premio Primetime Emmy
Atluri Pundarikakshaiah,1925,"['Mahamantri Timmarasu', 'Udhar Ka Sindur', 'Sri Krishnavataram', 'Maavari Manchithanam']","['Reparto', 'Producción', 'Guion']",Sin oscar
Stina Ekblad,1954,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Ben Stephenson,No data,"['Territorio Lovecraft', '2020 • 10 episodios', 'Producción', 'Producción']","['Producción', 'Equipos adicionales', 'Guion y continuidad']",Nominado para 2 premios Primetime Emmy
Martine Montgermont,No data,"['Reencontrar el amor', 'La mujer del cosmonauta', 'Placé en garde à vue', 'Docteur Claire Bellac']",['Reparto'],Sin oscar
Evald Aavik,1941,[''],['Reparto'],Sin Oscar
Nikolai Tokar,No data,['Eine große Nachtmusik'],No data,Sin oscar
Lisa Jane Persky,1955,[''],"['Reparto', 'Equipos adicionales']",Sin oscar
Lalu Alex,No data,[''],['Reparto'],Más en IMDbPro
Gabriela Toscano,1965,[''],['Reparto'],Sin Oscar
Cheong-Wah Chow,No data,['Fung yue tung lo'],['Reparto'],Sin oscar
Verónica García,No data,"['Roma', 'Deathcember', 'No te puedes esconder', '2019 • 1 episodio', '2020']",['Reparto'],Más en IMDbPro
Shinbei,No data,['1990 botan-dôrô'],['Reparto'],Sin oscar
Francis Mage,1969,[''],['Reparto'],Sin Oscar
C.H. Lehenhof,No data,['Julia tiene dos amantes'],"['Reparto', 'Producción']",Sin oscar
Jay Christen,1956,"['Matrimonio con hijos', '1994 • 1 episodio', 'Commentator', 'Serie de TV', '8,2']",['Reparto'],Sin oscar
Paul Klerk,No data,['Vincent y yo'],['Reparto'],Sin oscar
Carlos Mario Restrepo,No data,"['A la rueda, rueda de paz y candela', '6,9']","['Reparto', 'Dirección de fotografía y cámara', 'Edición']",Sin oscar
An-Shun Yu,1967,"['Gû tshia lâi khì', '2023 • 26 episodios', '2016', '2022', 'Liao Hsin-Chuen']",['Reparto'],Sin Oscar
Takhyr Narliyev,No data,['Mankurt'],['Reparto'],Sin oscar
Tracy Scoggins,noviembre,[''],"['Reparto', 'Guion', 'Producción']",Sin oscar
Anikó Für,1964,"['En terapia (Serie de TV)', '2012–2017 • 13 episodios', 'Labanc Katalin', 'Jutka', 'HerminEliz']",['Reparto'],Sin oscar
Maria Singer,1914,[''],"['Reparto', 'Maquillaje']",Sin oscar
Vladimir Ilin,1947,[''],"['Reparto', 'Música']",Sin Oscar
Negana Kelaki,No data,['Farendj'],['Reparto'],Sin oscar
Steve Shill,1957,[''],"['Dirección', 'Producción', 'Reparto']",Ganó 1 premio Primetime Emmy
Wai Lam,1954,[''],"['Reparto', 'Producción']",Sin Oscar
Jak Castro,1963,"['Le llaman Bodhi', 'Muerte en la noche', 'Dejadme ser libre', 'The Carol Burnett Show', '1991 • 5 episodios']","['Reparto', 'Equipos adicionales', 'Producción']",Sin oscar
Viktor Merezhko,1937,[''],"['Guion', 'Dirección', 'Reparto']",Sin Oscar
Jaromír Dulava,1960,[''],"['Reparto', 'Banda sonora']",Sin oscar
Robert Chen Deer,No data,"['Payback', 'Chinatown Connection']",['Reparto'],Sin oscar
Peter Aalbæk Jensen,1956,[''],"['Producción', 'Reparto', 'Equipos adicionales']",Sin Oscar
Rajan Mankotia,No data,['Teri Talash Mein'],['Reparto'],Sin oscar
François Aragon,No data,"['Mala fama', 'Pétain', 'Ángeles con caras sucias', '3000 scénarios contre un virus', '1995 • 1 episodio']",['Reparto'],Sin oscar
Sukumari,1940,[''],['Reparto'],Sin oscar
Dennis Farina,1944,[''],"['Reparto', 'Producción', 'Equipo ejecutivo']",Sin Oscar
Claude Jade,1948,[''],['Reparto'],Sin Oscar
Vojka Cordic,1962,"['Los panzers de la muerte', 'Nije lako sa muskarcima', 'Mi nismo andjeli', 'Mali kucni grafiti']",['Reparto'],Sin oscar
Hélène Lefumat,No data,"['Daddy Nostalgie', 'Primeros deseos']",['Reparto'],Sin oscar
Rimma Markova,1925,[''],['Reparto'],Sin Oscar
Stefano Davanzati,1957,"['Il cielo non cade mai', '1992 • 3 episodios', 'Cataldo', 'Melvin', 'Ruffiano']",['Reparto'],Sin oscar
Satish Shah,1951,[''],"['Reparto', 'Producción']",Sin Oscar
Claudia Martini,1956,"['Aufbruch', 'Abschied', '7,0', 'Die totale Therapie']","['Reparto', 'Guion', 'Cámara y electricidad']",Sin oscar
Maxime Leroux,1951,"['La pasión de Camille Claudel', 'Baxter', ""Interdit d'amour"", 'La bête du Gévaudan', '2003']",['Reparto'],Sin Oscar
Sammo Kam-Bo Hung,1952,[''],"['Reparto', 'Especialistas', 'Producción']",Sin Oscar
David Groh,1939,[''],['Reparto'],Sin oscar
Antonella Attili,1963,[''],"['Reparto', 'Dirección de producción']",Sin Oscar
Tomokazu Miura,1952,[''],"['Reparto', 'Guion']",Sin Oscar
Jeff Celentano,1960,[''],"['Reparto', 'Dirección', 'Producción']",Sin oscar
A. Drukarov,No data,"['Quieto, muere, resucita']",['Reparto'],Sin oscar
Blackie Shou-Liang Ko,1953,"['Wu hu si hai', 'La armadura de Dios', 'Sang sei chok dai', 'Un mañana mejor']","['Reparto', 'Especialistas', 'Dirección']",Sin oscar
Bruce Beaton,No data,"['Chicago', 'Una historia de violencia', 'Bait', 'Tracker', '2001 • 1 episodio']","['Reparto', 'Equipos adicionales', 'Banda sonora']",Más en IMDbPro
Augusto Tamashiro,No data,['Caídos del cielo'],['Reparto'],Sin oscar
Kyoko Masu,No data,['Domo Arigato'],['Reparto'],Sin oscar
Sundar C.,1968,[''],"['Guion', 'Producción', 'Dirección']",Sin oscar
Penelope Milford,1948,[''],['Reparto'],Nominado para 1 premio Óscar
Glenn Hirsch,No data,"['Instant Karma', 'Dallas', '1989 • 1 episodio', 'Producción(as Glen Hirsch)', 'Serie de TV']","['Reparto', 'Producción']",Sin oscar
Don Fellows,1922,[''],['Reparto'],Sin oscar
Juan Palomino,1961,[''],"['Reparto', 'Cámara y electricidad']",Sin Oscar
Julie Roswal,No data,['Julia tiene dos amantes'],['Reparto'],Sin oscar
Jonas Znidarsic,1962,"['Kruha in iger', 'Dedek gre na jug', 'Gypsy Eyes', 'Varuh meje']","['Reparto', 'Guion']",Sin Oscar
Tadeusz Szymków,1958,[''],['Reparto'],Sin oscar
Sylvie Granotier,1951,"['Cellini, una vida violenta', 'The Womb', 'Sospecha', '2019 • 5 episodios', '2009']","['Reparto', 'Guion', 'Equipos adicionales']",Sin Oscar
Bogdan Glishev,1947,"['Opasen char', 'Utroto e nepovtorimo', '8,1', '7,9']",['Reparto'],Sin oscar
Rebeca Acuña,No data,"['La mafia de Nuevo Laredo', 'Misión venganza', 'Reparto(as Rebeca Acuna)', '1990']",['Reparto'],Sin oscar
Jonathan Cecil,1939,"['La loca historia del mundo', 'Barry Lyndon', 'As You Like It', 'Sin balas y disparando']",['Reparto'],Sin oscar
Hector Elizondo,1936,[''],"['Reparto', 'Dirección', 'Producción']",Ganó 1 premio Primetime Emmy
Antonio Arrué,No data,"['Graffiti', '2008 • 100 episodios', '1990', '2005 • 2 episodios', '2002']",['Reparto'],Sin oscar
Mariana Stansheva,No data,[''],"['Dirección de casting', 'Reparto', 'Casting']",Más en IMDbPro
Bennett Ohta,1934,"['El chico de oro', 'Noble House', '1988 • 4 episodios', '1981', '1975']",['Reparto'],Sin oscar
Erik Lucas,No data,['Wrong Order'],['Reparto'],Sin oscar
Raju Shrestha,1967,[''],['Reparto'],Sin oscar
André Gomes,1997,[''],['Reparto'],Sin Oscar
R.S. Shivaji,1956,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Sonido']",Sin Oscar
Frans de Wit,1957,[''],['Reparto'],Sin oscar
Amina Annabi,1962,"['The Hour of the Pig', 'Cairo Time', 'La bella historia', 'El cielo protector']","['Reparto', 'Música', 'Banda sonora']",Sin oscar
Branko Zavrsan,1962,"['En tierra de nadie', 'Il confine è un bosco', 'Osebna prtljaga', 'Rosencrantz y Guildenstern han muerto']","['Reparto', 'Casting']",Sin Oscar
Myles Collins,No data,"['Baller Wives', 'MasterClass: Jake Shimabukuro Teaches Ukulele', 'Serie de TV', 'Serie de TV']","['Producción', 'Localización', 'Equipos adicionales']",Sin oscar
Nini Salerno,1948,[''],"['Reparto', 'Dirección', 'Guion']",Sin oscar
Mónica Rambal,No data,"['Al caer la noche', 'Reparto', '1992', '1993']",['Reparto'],Sin oscar
Mihai Chirita,No data,['Cenusa pasarii din vis'],['Reparto'],Sin oscar
Mieke Verheyden,1937,"['Zes personages zoeken een auteur', 'Het poppenhuis', 'Transport', '1983 • 1 episodio', 'Yvonne']",['Reparto'],Sin oscar
Sibidou Sidibe,No data,['Tilaï (Cuestión de honor)'],['Reparto'],Sin oscar
Shin Seong-il,1937,[''],['Reparto'],Sin Oscar
Kadir Inanir,1949,"['Medcezir Manzaralari', 'Yilanlarin Öcü', 'Ah Gardasim', 'Utanç']","['Reparto', 'Dirección', 'Guion']",Sin Oscar
Angelo Tiffe,No data,[''],"['Reparto', 'Producción']",Más en IMDbPro
Jorge Andrés Fernández,No data,"['Silencio Mortal', 'Los ángeles de la muerte', 'Rubén de la Fuente)(as Jorge A. Fernández)', 'Vladimir']",['Reparto'],Sin oscar
Olga Durano,1955,"['Animali metropolitani', ""L'aria serena dell'Ovest"", 'Tutto bene', '6,3']",['Reparto'],Sin oscar
John Lafayette,No data,[''],"['Reparto', 'Equipos adicionales']",Más en IMDbPro
Mia Begovic,1963,"['Capitán América', 'Pecat', '2008–2009 • 15 episodios', 'Helena Jurak', 'Reparto']",['Reparto'],Sin oscar
Yuliya Sokolovskaya,No data,['Dva patrona na mamonta'],['Reparto'],Sin oscar
Peter Fonda,1940,[''],"['Reparto', 'Dirección', 'Guion']",Nominado para 2 premios Óscar
Predrag Lakovic,1929,"['Gato negro, gato blanco', 'El tiempo de los gitanos', 'Bolji zivot', '1987–1988 • 18 episodios', '1984']","['Reparto', 'Equipos adicionales']",Sin oscar
Yukijirô Hotaru,1951,"['Zeiramu', 'Chikan densha: Momoe no oshiri', 'Zeiram 2', 'Gamera: El guardián del universo']",['Reparto'],Sin Oscar
Tino Castaldi,No data,"['La gran aventura de África', 'Jiboa, il sentiero dei diamanti', 'Mercenarios', 'Il senso della vertigine']",['Reparto'],Sin oscar
Yury Belyayev,1947,[''],['Reparto'],Sin Oscar
Geert de Jong,1951,"['Mama está loca', 'Schatjes!', 'El cuarto hombre', 'Nr. 10']","['Reparto', 'Banda sonora']",Sin Oscar
Anita Mancic,1968,"['TV teatar', '1996–2017 • 6 episodios', '1993', '2013', '2010']",['Reparto'],Sin oscar
Govinda,1963,[''],"['Reparto', 'Música', 'Producción']",Sin Oscar
Nicolas Parodi,No data,['La fractura de miocardio'],['Reparto'],Sin oscar
Yelena Kozlitina,1957,[''],['Reparto'],Sin oscar
Nathan Chukueke,1959,"['Contacto sangriento', 'Hitman the Cobra', 'Hong chang fei long', 'Wu ye tian shi']",['Reparto'],Sin oscar
Hang-Shuen So,1951,"['Duet ming gam', 'Una bala en la cabeza', 'Protección a un ser menor', 'Cao mang ying ci']",['Reparto'],Sin Oscar
Luis de Icaza,1954,"['Revenge (Venganza)', 'Cronos', 'Lazos de amor', '1995–1996 • 98 episodios', 'Alex']",['Reparto'],Sin Oscar
Kumarimuthu,1939,"['Villu', 'Musthaffaa', 'Jananam', '6,1']",['Reparto'],Sin oscar
Vangie Labalan,No data,[''],"['Reparto', 'Sonido', 'Equipos adicionales']",Más en IMDbPro
Jean-Pierre Lorit,1960,"['No se lo digas a nadie', 'Tres colores: Rojo', 'Máquina de guerra', 'Une affaire de goût']","['Reparto', 'Banda sonora']",Sin Oscar
Abhay Bhardwaj,No data,['Agneekaal'],['Reparto'],Sin oscar
Salvatore Billa,1943,[''],['Reparto'],Sin oscar
Uluer Süer,1931,"['Deli Deli Küpeli', 'Koltuk Belasi', 'Kiraci', 'Degirmen']",['Reparto'],Sin oscar
Parvez Merchant,No data,"['Nazar', 'Bharat Ek Khoj', '1989 • 1 episodio']",['Reparto'],Sin oscar
Kanaka,1973,[''],['Reparto'],Sin oscar
Chiara Argelli,No data,"['Perduta', '5,6', '6,2', '6,4']",['Reparto'],Sin oscar
Lucia Prato,No data,"['Lucrezia Borgia', 'Tradito a morte', '4,1', '5,1']",['Reparto'],Sin oscar
Rasmus With,No data,"['Rompiendo las olas', 'Farligt venskab', 'Equinox', '2020 • 4 episodios', '2005']","['Arte', 'Diseño de producción', 'Reparto']",Sin oscar
Jeff Fannell,No data,"['Accidents', 'Operation Hit Squad', 'Comando águila roja', 'The Secret Force']","['Reparto', 'Equipos adicionales']",Sin oscar
Colleen Keegan,No data,"['Neurotic Cabaret', 'Walker, Texas Ranger', '1995 • 1 episodio', 'Darlene Rowan', 'Serie de TV']","['Reparto', 'Equipos adicionales']",Sin oscar
Mathieu Carrière,1950,[''],"['Reparto', 'Guion', 'Dirección']",Sin Oscar
Yves Afonso,1944,[''],['Reparto'],Sin Oscar
Bernhard Bettermann,1965,"['In aller Freundschaft', '2005–2023 • 639 episodios', '2004', '2001', '2006 • 1 episodio']",['Reparto'],Sin Oscar
Archil Gomiashvili,1926,[''],['Reparto'],Sin Oscar
Viktor Chutak,1938,[''],['Reparto'],Sin oscar
Timothy Dalton,1946,[''],"['Reparto', 'Banda sonora']",Sin Oscar
Avtar Gill,1950,[''],['Reparto'],Sin oscar
Vasant Choudhury,1928,[''],['Reparto'],Sin Oscar
Khaldoun Elmecky,No data,"['Bloedverwanten', '2010–2014 • 29 episodios', 'Vincent Pareira', 'Serie de TV', '7,0']",['Reparto'],Sin oscar
Steve Jacobs,1967,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Zoi Voudouri,1917,"['Psyhraimia, Napoleon!', 'Otan oi rodes horevoun', 'O magoufis', 'Mia gynaika horis dropi']",['Reparto'],Sin oscar
Kate Reid,1930,[''],['Reparto'],Nominado para 1 premio Primetime Emmy
Navneet Nishan,1965,[''],['Reparto'],Sin Oscar
Miki Tashiro,No data,"['Ng yuet yam seon', 'Saishin sôpu tekunikku 2: Awa-hime goten', 'Vídeo']",['Reparto'],Sin oscar
Yeong-ha Lee,No data,"['Danji geudaega yeojalaneun iyumaneulo', 'Salangui noye', 'Reparto', 'Reparto']",['Reparto'],Sin Oscar
John Pasternak,No data,"['Mad Max, más allá de la cúpula del trueno', 'Operation Hit Squad', 'La terrorista', 'Red Scorpion']","['Especialistas', 'Reparto', 'Efectos especiales']",Sin oscar
Lindsay Duncan,1950,[''],"['Reparto', 'Equipos adicionales']",Nominado a 3 premios BAFTA
Raghuvaran,1958,[''],['Reparto'],Sin Oscar
Salvatore Cascio,1979,[''],['Reparto'],Ganó 1 premio BAFTA
Carol Kane,1952,[''],"['Reparto', 'Producción', 'Banda sonora']",Nominado para 1 premio Óscar
David Ford,1925,[''],"['Reparto', 'Banda sonora']",Sin oscar
Tatiana Molina,No data,"['Vivir con 10', '2007 • 3 episodios', 'Rosa MaldonadoMaribel Palacios', '2009', '1990']",['Reparto'],Sin oscar
Elena Sofia Ricci,1962,[''],"['Reparto', 'Dirección', 'Guion']",Sin Oscar
Frantisek Svihlík,1941,[''],"['Reparto', 'Dirección de la segunda unidad o asistencia a dirección', 'Casting']",Sin oscar
José María Cañete,No data,"['Si el matrimonio funcionase', 'Dirección', 'Fermín', 'Ticket Agent #1(as Pepe Canete)']","['Reparto', 'Dirección', 'Guion']",Sin oscar
Guorong Li,No data,"['The Forbidden City', '2005 • 12 episodios']",['Equipos adicionales'],Sin oscar
Robert Koons,No data,"['Sin perdón', 'La piel que brilla', 'Hollywood Babylon', '1993 • 1 episodio', '1986']",['Reparto'],Sin oscar
