id_pelicula,nombre_pelicula,puntos_imdb
tt26930968,"Mast naukri sarkari",9
tt10580158,Baba,9
tt26340918,"When You Look Beneath the Skin",9
tt24701256,"My Best Friend Daadu",9
tt26738969,Smokescreen,9
tt15765138,"115 Grains",9
tt23857330,Inamdar,9
tt3271078,"Gala & Godfrey",9
tt15250704,"Little Brother",9
tt4303846,"Out for Vengeance",9
tt13304702,"Gharamat AlFaqr",9
tt27127520,"Black America",9
tt3236666,"Serenade For Haiti",9
tt23558818,"Pyar Ki Policy",9
tt10440846,Impromptu,9
tt27079307,"Le Chalhu Apan Duari",9
tt10482446,Enchained,9
tt13332474,"Remy & Arletta",9
tt25150506,"Ho Ja Mukt",9
tt3187804,"High Cotton",9
tt11492064,"La Mujer de Vidrio",9
tt3239126,"To B or Not to B",9
tt10127546,"National Theatre Live: The Lehman Trilogy",9
tt0241961,"Sleeping Pills",9
tt25392760,Bluff,9
tt26542744,"Main Raj Kapoor Ho Gaya",9
tt20201666,"Who Am I",9
tt11786202,"Bidadari Terakhir",9
tt3278500,Donovan,9
tt11906860,"Terima Kasih Emak Terima Kasih Abah",9
tt13407506,"Ek Anokhi Dulhan - Saavi",9
tt10914894,Superstar,9
tt2369365,"The Arab Americans",9
tt26917062,Swapnaloka,9
tt25875858,Layar,9
tt11646944,Gjirokastra,9
tt3278500,Donovan,9
tt24701256,"My Best Friend Daadu",9
tt0167260,"The Lord of the Rings: The Return of the King",9
tt11492064,"La Mujer de Vidrio",9
tt2211666,"Under the Same Sun",9
tt23558818,"Pyar Ki Policy",9
tt27163202,"One Way",9
tt25392760,Bluff,9
tt16977014,"Mickey Hardaway",9
tt11646944,Gjirokastra,9
tt11482928,"The Woman",9
tt13898182,Elephant,9
tt4440482,"Black Mud",9
tt11429932,"Lohem Baneshama",9
tt27687483,"Detektif Jaga Jarak",9
tt3609728,"Sands of Silence",9
tt3850028,"My First Kiss and the People Involved",9
tt27369815,Inherent,9
tt27349262,Aura,9
tt10827864,"Teacher of the Year",9
tt27449521,"Bukannya Aku Tidak Mau Nikah",9
tt3641920,"When the World Came to San Francisco",9
tt28116291,"IQ (Power of student)",9
tt18766692,Trio,9
tt11186748,"Portreti i Pambaruar",9
tt27512569,Uschool,9
tt4604666,Baby,9
tt27911825,"In Pursuit of Love",9
tt27424932,"Sambandho Ma Khali Jagya",9
tt27218497,"Aani Baani",9
tt27773228,"Jersey Number 10",9
tt5047372,"The Way Forward",9
tt3213224,"By Jingo",9
tt4514926,"Here We Are",9
tt11079750,"God Bless You",9
tt11734728,ODA,9
tt11361302,Fazeeta,9
tt5119914,"Bari Luys",9
tt3776292,Stuck,9
tt5119914,"Bari Luys",9
tt4085314,"The Secret Life of Girls",9
tt12627728,Transition,9
tt16914736,Divorce,9
tt3058736,"Tiger Lily",9
tt3577328,"A Father's Journey",9
tt17423592,"Pray for the Bear",9
tt27127520,"Black America",9
tt0395198,"Louie the Moon",9
tt10580158,Baba,9
tt10482802,"The Lamp of Truth",9
tt26595643,"Allantha Doorana",9
tt10463270,"Shouting Silence",9
tt10422784,"The Hoy Boys",9
tt10127546,"National Theatre Live: The Lehman Trilogy",9
tt20201666,"Who Am I",9
tt12089546,"Safaibaaz - The Scavenger",9
tt3891720,"The Performance",9
tt11706558,Fang,9
tt10914894,Superstar,9
tt25150506,"Ho Ja Mukt",9
tt15250704,"Little Brother",9
tt11404052,"Capital M",9
tt14278086,"Lalka Paag",9
tt22696258,"Anur: Eyes on the sunshine",9
tt13304702,"Gharamat AlFaqr",9
tt26754306,"Ondolle Love Story",9
tt25875858,Layar,9
tt10533360,Halkara,9
tt25874946,"The Day Before the Wedding",9
tt13892722,Iftikhar,9
tt3891720,"The Performance",9
tt11587720,Mhorkya,9
tt2826636,"Charlie and Wendy",9
tt10463270,"Shouting Silence",9
tt12322110,"Pra onde levam as ondas",9
tt11157882,"Main Sehra Bandh Ke Aaunga",9
tt25154816,Tendlya,9
tt25815968,Smarami,9
tt10482802,"The Lamp of Truth",9
tt11759630,Godaam,9
tt14473660,"Son-of-a Preacher Man",9
tt11242816,Dilwala,9
tt14111740,Isolering,9
tt2428822,"Beyond What Remains",9
tt2360356,"Code 0044",9
tt13186110,"Chowdhury Rajbari",9
tt15539936,MindReader,9
tt15134118,Ayaanle,9
tt2669078,"Time Framed",9
tt0395198,"Louie the Moon",9
tt26366475,Saptrang,9
tt11706558,Fang,9
tt11782684,Convaleciente,8
tt25828590,Fulbari,8
tt0364358,"Full Moon Fables",8
tt0268978,"A Beautiful Mind",8
tt2709172,"Welcome to Inspiration",8
tt10431500,"Yedinci Kogustaki Mucize",8
tt13312632,"Ek Thriller Night",8
tt2865822,"All the World in a Design School",8
tt0391232,L'iguana,8
tt0248966,"Love & Support",8
tt0367908,"Jesus Freak",8
tt12267750,"Grandpa's Crazy?",8
tt10241130,"Three Legged Horse",8
tt0190421,"The Gifted",8
tt10851100,"Jeene Ki Umeed Tumse Hi",8
tt1856101,"Blade Runner 2049",8
tt0353691,Magnifico,8
tt10095498,"Get Real",8
tt10225098,"Ye Kaisa Pal Do Pal Ka Pyar",8
tt2093174,"Living Lost",8
tt26246678,"Alien Food",8
tt0391452,"The Signs of the Cross",8
tt14425468,Jatugriha,8
tt27007956,"Phalguna Chaitra",8
tt0317111,"Atlantic City Serenade",8
tt3024664,"A Larger Life",8
tt0242256,"Alai Payuthey",8
tt2739854,"Between You and Me",8
tt0363163,"Der Untergang",8
tt0338774,"Behind the Broken Words",8
tt2414892,"The Other Kind",8
tt14469318,"Out of Breath",8
tt0182944,"Cry Havoc",8
tt20872884,"Catching Dust",8
tt0451271,"Running Out of Time in Hollywood",8
tt0353969,"Salinui chueok",8
tt26670487,"Gridiron Grind",8
tt0253474,"The Pianist",8
tt0369702,"Mar adentro",8
tt11773308,"Ranga Maarthaanda",8
tt0276806,"Beat Angel",8
tt2306749,"El Camino",8
tt11388764,"Give me a Word!",8
tt0275263,"Ciao America",8
tt0308332,"Great Lakes",8
tt10919132,"Love Mocktail",8
tt2343655,Misled,8
tt15354254,"Dublin Crust",8
tt1659217,"Street Fighting Men",8
tt3004644,"Amy and Sophia",8
tt3817838,Manlife,8
tt11355358,Kaanbhatt,8
tt11396310,Viduthalai,8
tt15392332,"Carretera 15",8
tt19868158,"A Clever Woman",8
tt10280296,"Sardar Udham",8
tt0480202,Sinovci,8
tt25407264,"Aaro Ek Prithibi",8
tt3526416,"When the Wheels Fall Off",8
tt11568384,Hocked,8
tt0167331,Pelísky,8
tt0330530,"Klíc k urcování trpaslíku podle deníku Pavla Jurácka",8
tt10375270,"The White Reindeer",8
tt2678510,"Old Man Football",8
tt11318262,"Sannyasi Deshonayok",8
tt0465658,"Up on the Rope",8
tt10247160,"Jwlwi - The Seed",8
tt3341638,"Kapus Kondyachi Goshta",8
tt0245712,"Amores perros",8
tt26483809,"The Cinephile",8
tt10198064,"The Love Between Us",8
tt11651550,"Operation Java",8
tt0370928,"Malchiki v nebe",8
tt0352248,"Cinderella Man",8
tt0172495,Gladiator,8
tt0279136,"In Service to the Dream",8
tt0415651,"Believers Among Us",8
tt15386738,Mayaa,8
tt0169547,"American Beauty",8
tt0405159,"Million Dollar Baby",8
tt0476419,"When Children Play in the Sky",8
tt11496966,Veshadhari,8
tt23638846,"Princess Principal: Crown Handler: Chapter 3",8
tt10465524,"A Gift of Love: Sifar",8
tt0220656,Mudhalvan,8
tt11847126,"San Francisco Stories",8
tt2631186,"Bãhubali: The Beginning",8
tt0137204,"Joe Finds Grace",8
tt11080042,"A Hard Problem",8
tt1721503,Using,8
tt11555492,Farha,8
tt0167404,"The Sixth Sense",8
tt10471386,"The Borderline. Hrubieszów Operation",8
tt10152332,"Tujhich Re",8
tt14069588,Division,8
tt10560780,Andavaada,8
tt0284430,"Rerum novarum",8
tt15307786,Paralysis,8
tt10627530,"Life Ain't Like the Movies",8
tt10357406,"Wa'alaikumussalam Paris",8
tt10010368,"The Australian Dream",8
tt15548886,Trahimam,8
tt0319836,"Matir Moina",8
tt0129167,"The Iron Giant",8
tt0319736,"The Legend of Bhagat Singh",8
tt0200087,Sarfarosh,8
tt0191043,"Rang-e khoda",8
tt0120689,"The Green Mile",8
tt10385004,Fântânile,8
tt2800002,"Abusing Protocol",8
tt11170742,"The Winter House",8
tt10272386,"The Father",8
tt0234530,"Prologue (Abhaas)",8
tt0100234,"Nema-ye Nazdik",8
tt0205224,"A Little Rain Must Fall",8
tt0387007,"8% lyubov",8
tt0119615,"Les marches du palais",8
tt0099685,Goodfellas,8
tt0099043,Anjali,8
tt0124028,"The North End",8
tt0117555,"Savrseni krug",8
tt0119488,"L.A. Confidential",8
tt0102369,Madar,8
tt0162294,Downer,8
tt0848477,"Tetri bairagebi",8
tt0337383,"Vaikai is Amerikos viesbucio",8
tt0406541,"Ashpet: An American Cinderella",8
tt0134836,"Nan hai shi san lang",8
tt0119161,Frost,8
tt0102369,Madar,8
tt0125551,Thirteen,8
tt0118799,"La vita è bella",8
tt0133162,"Ptice koje ne polete",8
tt0355169,"Aaram Thamburan",8
tt0133826,Guru,8
tt0205967,"Get the Hell Out of Hamtown",8
tt0126869,"The Dinner",8
tt0130752,"Gypsy Magic",8
tt0345177,"Ek Doctor Ki Maut",8
tt0316078,"Kadhalukku Mariyadhai",8
tt0118240,"Özgä vaxt",8
tt0205967,"Get the Hell Out of Hamtown",8
tt0216753,"Flames: The Movie",8
tt0169858,"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",8
tt0133709,"La deuda",8
tt0119217,"Good Will Hunting",8
tt0216937,"Nasaan ang puso",8
tt0350720,"Ciudad de Dios",8
tt0117555,"Savrseni krug",8
tt0097851,Mathilukal,8
tt0288678,Orestis,8
tt0156887,"Pâfekuto burû",8
tt10404530,"National Theatre Live: Hansard",8
tt10602294,"The Brotherhood",8
tt23642616,"Aikatsu! 10th Story: Starway to the Future",8
tt11923952,"Faust Sonnengesang II",8
tt0257497,"La commune (Paris, 1871)",8
tt10416734,"Space MOMs",8
tt12438732,"Nodi Mathu Boi",8
tt2516200,"Half the Perfect World",8
tt26696534,"Kutukan Cakar Monyet",8
tt26458443,"National Theatre Live: The Crucible",8
tt11581174,Karnan,8
tt3095364,"Different Eye",8
tt10651230,"The Peasants",8
tt2040542,"The Fandango Sisters",8
tt11316996,"A Touch of Vengeance",8
tt0450259,"Blood Diamond",8
tt3188546,"The Last Night Inn",8
tt25504794,Libertate,8
tt3700566,"Hi-Lo Joe",8
tt12205876,"Awra: Taong mapanira, isip ay sira!",8
tt10167116,"The Marked",8
tt3822076,"Hanging in There",8
tt2624906,Kliny,8
tt0248586,"Un possible amour",8
tt0220832,"Vaastav: The Reality",8
tt0192377,Noz,8
tt10826774,Disfluency,8
tt11235142,Dia,8
tt14077282,"Passer By",8
tt0457430,"El laberinto del fauno",8
tt2959606,"A Lotus 'Til Reckoning",8
tt3484292,"No Appointment Necessary",8
tt12811368,"Morris Men",8
tt0390168,Kounandi,8
tt0310793,"Bowling for Columbine",8
tt10443780,"The Preparation",8
tt2149087,P.T.S.D,8
tt11953248,"Garuda Gamana Vrishabha Vahana",8
tt0346336,"La meglio gioventù",8
tt11580854,"Sarpatta Parambarai",8
tt0404267,"Naked Under Leather",8
tt2831326,Tomorrow,8
tt10515086,"The Blue Elephant 2",8
tt1575538,"Dust Radio: A Film About Chris Whitley",8
tt10256818,Ambu,8
tt0209180,"Nebeska udica",8
tt0137523,"Fight Club",8
tt10179362,"The Lady from the Sea",8
tt0293715,"Yeopgijeogin geunyeo",8
tt0237865,"Twilight: Los Angeles",8
tt10469118,Hellaro,8
tt0376127,Anniyan,8
tt0309275,"The Definition of Insanity",8
tt10684352,"Paper Boats",8
tt1836872,"Not in My Backyard",8
tt10187130,"Thanh Pho Ngu Gat",8
tt11056322,"The Finest",8
tt10195336,"Man & Wife",8
tt0369221,"Alab ng lahi",8
tt10456358,"Akash ongshoto meghla",8
tt10340148,"Midnight in Paris",8
tt2723788,"There Will Be No Stay",8
tt11322960,"Melobba Maayaavi",8
tt15048870,Hajjan,8
tt0169102,"Lagaan: Once Upon a Time in India",8
tt0214140,"Skeleton Woman",8
tt2275702,"Nimnayaka Hudakalawa",8
tt0372784,"Batman Begins",8
tt0372449,"Ne delayte biskvity v plokhom nastroenii",8
tt0398811,"Broken Echoes",8
tt24076206,"Shri Balaji Photo Studio",8
tt0359966,"Shelter Dogs",8
tt0825334,"Caravaggio and My Mother the Pope",8
tt0381681,"Before Sunset",8
tt25054106,Bamboo,8
tt0381565,Sandtown,8
tt11192624,"Hams Al-Maâ",8
tt12180812,"King Lahiri",8
tt11992424,"Sapta Sagaradaache Yello",8
tt2236570,"Love N Success",8
tt0276919,Dogville,8
tt10233050,"Jesús de Nazaret",8
tt11799764,"Merindu Cahaya de Amstel",8
tt0372801,"Bonifacio: Un misterio llegado de Santa Cruz",8
tt11497390,"Kalamandalam Hyderali",8
tt0413323,"Subway Cafe",8
tt14617248,Prakash,8
tt10534500,#Home,8
tt0393241,"Dreams of an Angel",8
tt2255893,Morality,8
tt0456144,"Lage Raho Munna Bhai",8
tt0408664,"Dare mo shiranai",8
tt10656034,"Moras biti ziv da bi umro",8
tt11377484,"I'll Never Forget My High School Friends",8
tt11541458,"Pachai Vilakku",8
tt13992922,"Flow Calle",8
tt10097470,"Lian Qu 1980",8
tt11754500,"Bus Om Bebek",8
tt11412130,"Midunu Vishwaya",8
tt12003034,"Silver Carnation",8
tt0367110,"Swades: We, the People",8
tt10380266,"Adutha Chodyam",8
tt0404505,"Tom's Wife",8
tt0488044,"Les Européens",8
tt0410397,"Olga Benario - Ein Leben für die Revolution",8
tt13276754,"Rumble in Lüdenscheid",8
tt0482571,"The Prestige",8
tt12361178,"Drishyam 2",8
tt0405094,"Das Leben der Anderen",8
tt1482837,"Florence: A Matter Between Detectives",8
tt12739726,Pattern,8
tt10305920,B309,8
tt2629852,Midlife,8
tt26544610,"Pulpit Gangster",8
tt2631926,"Bala Bala Sese",8
tt24990632,AYL!N,8
tt0360734,"The Last American",8
tt10773028,"Anak Garuda",8
tt10811166,"The Kashmir Files",8
tt25396050,Subhedar,8
tt27033333,Richiegadipelli,8
tt0496224,"An American Vampire in America",8
tt24514130,Omission,8
tt11492862,"Ekda Kay Zala",8
tt27161773,"The Eighth Sense",8
tt0367495,"Anbe Sivam",8
tt10308528,Helen,8
tt10384514,"A Midsummer Night's Dream",8
tt3262442,"Fósforo Frio",8
tt0399006,"Die Spur im Schnee",8
tt11023826,Kushka,8
tt11656984,"Final 48",8
tt0209898,Adwa,8
tt10155126,"Da Story B4 Da Glory",8
tt2629110,"All That Remains",8
tt0393375,"In Justice",8
tt15275946,"Know Your Place",8
tt10927784,Rickshawala,8
tt0275652,Sara,8
tt1226736,"Alexander Jamieson",8
tt10687070,Mandela,8
tt2149598,"Bad Guys",8
tt0321321,Attitude,8
tt0216837,"It's Alright Ma, I'm Only Trying",8
tt0393061,"At Night with No Curtains",8
tt0167261,"The Lord of the Rings: The Two Towers",8
tt10112154,"Bau Na Vichaar",8
tt10545484,Evaru,8
tt0179013,"Cães Sem Coleira",8
tt10300570,"Kadaisi Vivasayi",8
tt0318709,Soundtrack,8
tt0242519,"Hera Pheri",8
tt0213969,Padayappa,8
tt12482456,"Los Reyes de la Salsa",8
tt13502308,"The Black Guelph",8
tt12819966,"Florida Man",8
tt0261236,"The Rest of Your Life",8
tt10102296,Undga,8
tt0395169,"Hotel Rwanda",8
tt2604160,"Broken Chains",8
tt0118849,"Bacheha-Ye aseman",8
tt0099348,"Dances with Wolves",8
tt0387007,"8% lyubov",8
tt0272583,Disoriented,8
tt0098542,"Ti, koyto si na nebeto",8
tt0119050,Edgar,8
tt0098542,"Ti, koyto si na nebeto",8
tt0288678,Orestis,8
tt0107189,Ik-Chemtan,8
tt0249361,Annamayya,8
tt0119385,Iruvar,8
tt0117273,Outsider,8
tt0145046,"Little Dieter Needs to Fly",8
tt0307202,"Mutthina Haara",8
tt0264691,"Hoover Park",8
tt0396559,"Qatl günü",8
tt0128332,Masumiyet,8
tt0120566,"Az út",8
tt0290668,"Im Westen alles nach Plan",8
tt3185624,Act/Or,8
tt9263550,"Rocketry: The Nambi Effect",8
tt1745960,"Top Gun: Maverick",8
tt13098894,Godavari,8
tt4368870,"Salt Bridge",8
tt16697972,"Tell the World I Love You",8
tt27862531,"Ajmer 92",8
tt11259556,Upama,8
tt12283080,"A million little pieces",8
tt3996820,"August in Berlin",8
tt3520022,"Sally Pacholok",8
tt28104004,Südsee,8
tt17493272,"8/12 Binay Badal Dinesh",8
tt10692504,"Oru Desa Visesham",8
tt27756680,"Gemencheh Boys",8
tt27440724,"Inventário de Imagens Perdidas",8
tt27404078,Magale,8
tt4301034,"A Orillas del Mar",8
tt13829460,"Heidewitzka - Das Große Kleine Festival",8
tt11090828,"The Great Pretender",8
tt13927206,"En Algún Sitio",8
tt3449560,Vanessa,8
tt4136312,"Deficiency Notice",8
tt18913116,"I Will Rise",8
tt13320494,"12 Bulbule",8
tt27809187,"Mysterious Ways",8
tt13723200,"Consequence Karma",8
tt3106650,"Power's War",8
tt11080716,"Bidoun 3",8
tt12712526,"Tokhon Kuasa Chilo",8
tt4132554,"The Kids Aren't Alright",8
tt28297704,"Bonjour la langue",8
tt16711752,"Bocche inutili",8
tt11337880,"Pratighaat (Assamese Movie)",8
tt11779766,"Iron Fan",8
tt11357178,"Baki Itihas (The Unfinished Manuscript)",8
tt4809412,"If It's Not Something It's Something Else: The Story of the Reason",8
tt8917788,"Eight Hundred Dollar Value",8
tt13013204,Shoebox,8
tt3353358,"Rude Boy - The Movie",8
tt11074596,"Fathallah TV, 10 Ans Et Une Révolution Plus Tard",8
tt27834317,Haseena,8
tt4551756,"Fragmentos de Lucía",8
tt4048342,"The Passion of Paul Ross",8
tt4142762,Arcadia,8
tt4916936,"Your Own Road",8
tt16589340,Petipack,8
tt3293720,"Under the Bridge",8
tt11261094,"Tayo muna habang hindi pa tayo",8
tt12283140,A1,8
tt28220009,"Maa Awara Zindagi",8
tt4078794,"Adventures of Miss Fit",8
tt4688518,"Nine Seconds",8
tt3849884,"Moments from a Sidewalk",8
tt11160832,"Najmat al-Subh",8
tt3555534,"Ho Gana Pokuna",8
tt17514144,3E,8
tt18568902,"Kaun Pravin Tambe?",8
tt11946304,"That Abandoned Place",8
tt11153820,"Lucky Bhai",8
tt5124206,Savage,8
tt4332800,"We Got Lucky",8
tt11551980,"The World is Bright (Shi Ming)",8
tt27950348,"Lies I Told Myself",8
tt4714202,Ramad,8
tt10767976,Fatteshikast,8
tt11401672,"Who the Fuck Are You",8
tt12699782,"Shoujo Kageki Revue Starlight: Rondo Rondo Rondo",8
tt3770272,"Do Re Mi Fa",8
tt16901072,"Bhala Chora Bhala",8
tt27917168,Fuleku,8
tt4102800,"Coração Atlântico",8
tt4624024,"Nola and the Clones",8
tt18556126,"Gaon Ale Gotyat 15 Lakh Khatyat",8
tt4485548,"Femme Brutal",8
tt3574396,"The Man in the Empty Chair",8
tt3437498,"Dirty, Yellow, Darkness",8
tt12415546,"Shingeki no Kyojin: Chronicle",8
tt4570696,0-41*,8
tt4580918,"A Royal Love",8
tt13686040,KARAntin,8
tt12741024,"Old Vic: In Camera - Lungs",8
tt27614751,"Humo bajo el agua",8
tt4461060,"One Penny",8
tt4454784,"Teen Taal",8
tt27385176,"San Francisco Cowboy",8
tt16411370,"Story of Laagir",8
tt10742270,"Gor jeevan",8
tt28228116,"Tajný zákop",8
tt27216785,"Angithee 2",8
tt27384374,"Voltes V: Legacy - The Cinematic Experience",8
tt4307132,"G Kutta Se",8
tt12712346,"Doodhpither Gachh",8
tt12986322,Jennie,8
tt27666063,"Crónicas de una criada-A Maiden's Tale",8
tt12007466,Suo,8
tt18226080,"RiffTrax: Fugitive Rage",8
tt28239482,"Sheva Brachot",8
tt3220044,"Sharing the Rough",8
tt11602002,Shattered,8
tt16710662,Dharmasthali,8
tt4502952,"Mukkadarpur Ka Majnu",8
tt27922878,Sadguru,8
tt4624646,"Andrea Doria: Are the Passengers Saved?",8
tt11737772,"Chal Mera Putt 2",8
tt10892766,"The Twilight Zone: A 60th Anniversary Celebration",8
tt3611318,Trapped,8
tt3541174,"A Tennis Shoe in the Street",8
tt4557916,"Shoot the Messenger",8
tt3157738,"Victori: The Truth Just Can't Be One Thing",8
tt4502952,"Mukkadarpur Ka Majnu",8
tt27916210,"Sri Raghupati",8
tt13218310,"Manku Bhai Foxy Rani",8
tt4033832,"Leave Yourself Alone",8
tt3588852,"A Dog Named Gucci",8
tt11355000,i1,8
tt3665596,"A Meeting of the Minds",8
tt12313976,"The butterflies have died",8
tt11028080,"Black Lipstick",8
tt3379352,Mully,8
tt11804030,"Sweety Satarkar",8
tt4106242,"The French American",8
tt13889482,"Adam + Eve",8
tt11508246,Master,8
tt5354872,"Wash Up",8
tt12017084,"It's Always Been You!",8
tt3782834,"I arhaiologos",8
tt3607252,Sink,8
tt4538986,"Christopher Darling",8
tt4662704,"Runaway Highway",8
tt3249750,"Only Child",8
tt3238384,Umezurtzak,8
tt27503384,"Perfect Days",8
tt12634880,"Fatsani - Tale of Survival",8
tt11131234,"The Evening Redness in the South",8
tt12205420,"Kahay Dil Jidhar",8
tt10952224,"Devaru Bekagiddare",8
tt15768510,Pentagon,8
tt12520676,Sohobashe,8
tt13895038,"We're the Marvels",8
tt27226009,UnWoman,8
tt16842060,"Betty White: A Celebration",8
tt16024234,"Before You Die",8
tt12516768,"Coming to Africa",8
tt11854092,"The Edge of Chaos",8
tt4368870,"Salt Bridge",8
tt12585100,"Low Heat",8
